Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Post-demographic dividend,PST,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,27635244576054.2,28777250153061.7,29834236104549.8,30950801081514.8,32856832478421.6,34680322643835,37246661984097.9,39070849409579.8,40066399824115,39226880293815.7,41114253366136.5,42914269386617.3,44420671321832.3,46158940032039.9,47725910214789.8,49091512373401.3,50798446937279.7,53154056117891,55575047555325.1,57915278095230.2,56394230528019.3,61333879683830.5,67154951000696
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,553089230,568734640,586023563,604077372,621974508,640493810,659115651,677333522,697003893,718121906,739525992,761717101,784822780,808542070,832469778,856420253,880891473,905987912,931467165,957503246,984213438,1011043183,1038012552
Pre-demographic dividend,PRE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,1992914834919.7,2095531999658.68,2240761810586.88,2391470759180.08,2534307304074.06,2705821952520.24,2903330581319.3,2847925275978.36,2951421620414.4,3099185966351.86,3248726095048.8,3420227747044.14,3379473368406.44,3627350299901.33,4039016635968.44
Small states,SST,"Population, total",SP.POP.TOTL,30055791,30514882,30971830,31425957,31893127,32425757,33079043,33808469,34550707,35254103,35871823,36444557,37059328,37740743,38493904,39277070,40033083,40728210,41379367,41965649,42393051,42792327,43313523
Small states,SST,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,290227722327.561,310000380149.273,328372689893.912,352024488345.638,384093962999.051,413704398876.222,486771531598.186,547509900722.721,597387988975.041,597238190209.382,647810080717.025,713388078387.311,771193780958.97,800780841733.421,815121545145.717,738111167209.144,734188488902.872,797829850739.997,826924717698.933,864584077810.044,828404496192.29,894813474760.336,1005132937872.03
South Asia,SAS,"Population, total",SP.POP.TOTL,1406945493,1434314654,1462070145,1489358080,1515703001,1541263909,1565892885,1589454615,1612709085,1636411632,1660546144,1684898004,1708706729,1731683901,1754030304,1775545180,1797072648,1818931519,1840534093,1861598514,1882531620,1901911604,1919348000
South Asia,SAS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2923770772207.83,3127639259766.58,3297410046393.26,3605807415974.06,3987955954688.71,4427080299563.09,4914189029765.45,5423482179595.36,5703233429328.26,6144291695668.49,6663511336633.41,7160301239840.72,7829255240961.89,8251975423435.99,8664988079051.82,9148527386263.64,9841034225523.09,10514468007278.1,11455577179694.8,12132913420526.5,11693695802364.1,13177341571298.3,15016206688184.8
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1406945493,1434314654,1462070145,1489358080,1515703001,1541263909,1565892885,1589454615,1612709085,1636411632,1660546144,1684898004,1708706729,1731683901,1754030304,1775545180,1797072648,1818931519,1840534093,1861598514,1882531620,1901911604,1919348000
South Asia (IDA & IBRD),TSA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2923770772207.83,3127639259766.58,3297410046393.26,3605807415974.07,3987955954688.71,4427080299563.09,4914189029765.45,5423482179595.36,5703233429328.26,6144291695668.49,6663511336633.41,7160301239840.72,7829255240961.89,8251975423435.99,8664988079051.82,9148527386263.64,9841034225523.09,10514468007278.1,11455577179694.8,12132913420526.5,11693695802364.1,13177341571298.3,15016206688184.8
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,671212486,689161982,707693440,726785433,746546802,766978666,788110000,810019264,832642735,855885698,879797419,904282154,929328653,955096702,981506608,1008698799,1036155989,1063885274,1092403973,1121549049,1151302081,1181163013,1211190002
Sub-Saharan Africa,SSF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1397899422636.66,1481330891066.04,1569175825919.09,1657547141043.21,1797556393134.95,1972294961076.48,2164363066574.3,2351495728427.28,2500276010664.07,2600312284957.54,2771500216581.74,2957315317415.39,3053227612288.66,3256123533635.19,3545244919741.32,3655943995269.42,3806861936826.05,3939636304726.03,4144807825640.68,4342852275184.65,4342410271310.28,4711026663041.75,5221994753243.29
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,671131355,689080780,707609717,726702652,746464327,766895808,788025400,809934231,832555779,855798400,879707649,904194713,929240350,955006753,981415249,1008605380,1036061312,1063789431,1092307211,1121451424,1151203619,1181063755,1211070124
Sub-Saharan Africa (excluding high income),SSA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1396674851317.92,1480089234496.94,1568014712095.15,1656409474292.73,1796344820622.4,1970924129779.74,2162805971199.75,2349907662086.69,2498766114882.58,2598806432557.01,2769890732601.87,2955543536803.11,3051274957114.22,3254241842454.95,3543156292454.87,3653845729908.17,3804392630242.73,3936741186522.95,4142238842051.82,4340073740147.45,4339792440202.05,4708164314141.11,5218595331327.21
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,671212486,689161982,707693440,726785433,746546802,766978666,788110000,810019264,832642735,855885698,879797419,904282154,929328653,955096702,981506608,1008698799,1036155989,1063885274,1092403973,1121549049,1151302081,1181163013,1211190002
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1397899422636.66,1481330891066.04,1569175825919.09,1657547141043.21,1797556393134.95,1972294961076.48,2164363066574.3,2351495728427.28,2500276010664.07,2600312284957.54,2771500216581.74,2957315317415.39,3053227612288.66,3256123533635.19,3545244919741.32,3655943995269.42,3806861936826.05,3939636304726.03,4144807825640.68,4342852275184.65,4342410271310.28,4711026663041.75,5221994753243.29
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2375280814,2396527322,2416905279,2436604576,2455899822,2475204158,2493607365,2511010944,2529819216,2549122048,2567922649,2587915297,2610195637,2632878553,2654785044,2675824754,2695996374,2716214857,2735017750,2752025737,2765716827,2776124854,2784368143
Upper middle income,UMC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,11868695135513.4,12614153895613.5,13443413338666.6,14511264015946.9,16101778311017.1,17846261469263.4,20409713680992.1,22988413773894.2,25406321835977.2,26299304966941.9,28740578878623.6,31448323276937.8,33869538188470.9,35852086518660.7,37513578625332.4,37939278139010.2,39352077590486.3,41791501671396,44819672616927.3,47374035981465.9,47466366670691.1,53018680674570.4,58815344236937.2
World,WLD,"Population, total",SP.POP.TOTL,6144321462,6226348086,6308140970,6389462496,6470924346,6552700448,6635110367,6717567584,6801440971,6885663352,6969985525,7054044372,7141386257,7229303088,7317040295,7403850164,7490415449,7576441961,7660371127,7741774583,7820205606,7888305693,7950946801
World,WLD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,49028220440349,51444942286969.5,53782322941435.3,56789361335088.9,61412490400434.1,66143351455240.4,72685204801903.1,78565862446169.7,82951372526384,83637589964542.6,89263880618383.2,95184138595625.2,100388287954759,105072338784764,109373924016297,111594312708776,115934456288444,122306875101005,129627637898776,136075140414300,134155638594144,147702304077000,163737216401212
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/19/2023,,,,,,,,,,,,,,,,,,,,,,,,,,
