childCode	Label	parentCode	Label
!Xu (Q5508716)	Khoisan [Other] (khi) (khi, Q3361)
"Norman" Tasmanian (Q454030)	Northeastern Tasmanian (Q705806)
Nde-Gbite (ned) (ned, Q1101027)	Narrow Grassfields (Q1263812)
Nde-Nsele-Nta (ndd) (ndd, Q3613)	Q11932245 (Q1193224)
Ndebele (Q1315505)	Nguni (Q96155)
Ndebele (Q1315505)	Zunda (Q1072510)
Ndendeule (dne) (dne, Q698372)	Bantu [Other] (bnt) (bnt, Q3314)
Nding (eli) (eli, Q3617)	Talodi (Q1264330)
Ndo (ndp) (ndp, Q698377)	Mangbutu–Lese (Q1700940)
Ndobo (ndw) (ndw, Q1100856)	Ngondi–Ngiri (Q702253)
Ndogo (ndz) (ndz, Q3598)	Sere (Q745305)
Ndombe (ndq) (ndq, Q698379)	Umbundu (umb) (umb, Q3698)
Ndonde Hamba (njd) (njd, Q698379)	Bantu [Other] (bnt) (bnt, Q3314)
Ndoola (ndr) (ndr, Q3583)	Mambiloid (Q188815)
Ndre (Q9639513)	Q696141 (Q696141)
Ndu (Q321749)	Middle Sepik (Q684159)
Ndunda (nuh) (nuh, Q391396)	Mambiloid (Q188815)
Ndunga (ndt) (ndt, Q698385)	Mba (Q679956)
Ndut (ndv) (ndv, Q3602)	Cangin (Q103318)
Ndwa'ngith (Q1696442)	North Cape York Paman (Q705436)
Ndwewe (Q11073701)	Bantoid (Q80699)
Ndzerem (Q10925276)	Nun (Q1365429)
Ndzwani Comorian (wni) (wni, Q285026)	Q3307 (Q3307)
Neapolitan (nap) (nap, Q3384)	Italo-Romance (Q335648)
Nedebang (nec) (nec, Q492537)	Alor–Pantar (Q350242)
Negerhollands (dcr) (dcr, Q181583)	Zeelandic (zea) (zea, Q23740)
Negeri Sembilan Malay (zmi) (zmi, Q391590)	Malay (ms) (ms, Q923)
Negidal (neg) (neg, Q3367)	Northwestern Tungusic (Q2555059)
Nehan (nsn) (nsn, Q333777)	Western Oceanic (Q270128)
Nekgini (nkg) (nkg, Q1173250)	Gusap-Mot (Q1611085)
Neko (nej) (nej, Q698984)	Gusap-Mot (Q1611085)
Neku (nek) (nek, Q1491690)	New Caledonian (Q309122)
Nema (gsn) (gsn, Q1173222)	Finisterre–Huon (Q321745)
Nemadi (Q699089)	Hassaniyya (mey) (mey, Q5623)
Neme (nex) (nex, Q1295294)	Morehead and Upper Maro River (Q1506227)
Nemi (nem) (nem, Q333800)	New Caledonian (Q309122)
Nen (nqn) (nqn, Q2081635)	Morehead and Upper Maro River (Q1506227)
Nenets (yrk) (yrk, Q3645)	Enets-Nenets (Q11848397)
Nengone (nen) (nen, Q333805)	Loyalty Island (Q669448)
Nengone (nen) (nen, Q333805)	New Caledonian (Q309122)
Neo-Aramaic (Q241442)	Q2860 (Q2860)
Neo-Brittonic (Q11581221)	Brythonic (Q15687)
Neo-Hittite (nei) (nei, Q4149983)	Anatolian (Q14708)
Neo-Nyungar (Q12599732)	Australian English (en-AU) (en-AU, Q4467)
Nepali (ne) (ne, Q3382)	Eastern Pahari (Q1259339)
Nepali (ne) (ne, Q3382)	Indic [Other] (inc) (inc, Q3357)
Nepali (ne) (ne, Q3382)	Northern Indo-Aryan (Q94607)
Nese (Q215741)	Malakula (Q674306)
Nete (net) (net, Q699886)	Engan (Q321744)
Neutral Huron (Q700296)	Iroquoian languages (iro) (iro, Q3362)
New Bargut (Q6238926)	Q288449 (Q288449)
New Caledonian (Q309122)	Southern Oceanic (Q303911)
New Caledonian Javanese (jas) (jas, Q1295352)	Javanese (jv) (jv, Q3354)
New England French (Q700725)	French (North America) (fr-003) (fr-003, Q308319)
New Georgia (Q383299)	Northwest Solomonic (Q649157)
New High German (Q45447)	High German (Q5204)
New Ireland (Q224526)	Meso-Melanesian (Q270129)
New River Shasta (Q701125)	Shastan (Q299173)
Newari (new) (new, Q3397)	Newari-Thangmi (Q167001)
Newari-Thangmi (Q167001)	Mahakiranti (Q99907)
Neyo (ney) (ney, Q3641)	Kru (kro) (kro, Q3353)
Nez Perce (nez) (nez, Q333922)	Sahaptian (Q11478)
Ngaanyatjarra (ntj) (ntj, Q391540)	Wati (Q797466)
Ngad'a (nxg) (nxg, Q151665)	Sumba–Hawu (Q255265)
Ngadjunmaya (nju) (nju, Q702184)	Mirning (Q687379)
Ngadjuri (jui) (jui, Q1689702)	Thura-Yura (Q779923)
Ngaimbom (Q12406070)	Monumbo (Q1692841)
Ngaing (nnf) (nnf, Q1173251)	Gusap-Mot (Q1611085)
Ngaju (nij) (nij, Q299287)	West Barito (Q276167)
Ngala (nud) (nud, Q702189)	Ndu (Q321749)
Ngalakgan (nig) (nig, Q391379)	Gunwinyguan (Q252142)
Ngaliwuru (Q3030426)	Djamindjung (djd) (djd, Q614782)
Ngalum (szb) (szb, Q1173251)	Ok (Q708168)
Ngamambo (nbv) (nbv, Q1112969)	Momo (Q689739)
Ngambay (sba) (sba, Q237220)	Sara (Q203669)
Ngambwe (Q702193)	Southwest Bantu (Q11654353)
Ngamini (nmv) (nmv, Q702194)	Karnic (Q421557)
Ngamo (nbh) (nbh, Q343870)	Bole–Tangale (Q351476)
Ngan'gityemerri (nam) (nam, Q329804)	Southern Daly (Q1263743)
Nganakarti (xnk) (xnk, Q3308704)	Nhanda (nha) (nha, Q333938)
Nganakarti (xnk) (xnk, Q3308704)	Pama–Nyungan (Q3394)
Nganasan (nio) (nio, Q3674)	Samoyedic languages (syd) (syd, Q3400)
Ngandyera (nne) (nne, Q1096100)	Q3648 (Q3648)
Ngangam (gng) (gng, Q3588)	Niger-Kordofanian [Other] (nic) (nic, Q3383)
Ngangela (Q1709376)	Chokwe–Luchazi (Q333927)
Ngantangarra (ntg) (ntg, Q3306050)	Eastern Karnic (ekc) (ekc, Q1365313)
Nganyaywana (nyx) (nyx, Q391380)	Dyangadi (Q531842)
Ngardi (rxd) (rxd, Q702206)	Pama–Nyungan (Q3394)
Ngarigu (xni) (xni, Q702207)	Yuin-Kuric (Q383302)
Ngarinyin (ung) (ung, Q128488)	Q10963361 (Q10963361)
Ngarinyin (ung) (ung, Q128488)	Worrorran (Q203861)
Ngarinyman (nbj) (nbj, Q1060038)	Ngumbin (Q702269)
Ngarla (nrk) (nrk, Q391586)	Ngayarda (Q1615349)
Ngarluma (nrl) (nrl, Q702207)	Ngayarda (Q1615349)
Ngarna (Q702208)	Pama–Nyungan (Q3394)
Ngaro (Q702208)	Pama–Nyungan (Q3394)
Ngarrindjeri (nay) (nay, Q702209)	Lower Murray (Q669364)
Ngarrkic (Q118512)	Ngumpin–Yapa (Q702269)
Ngas (anc) (anc, Q3599)	Angas (Q2058607)
Ngasa (nsg) (nsg, Q5634)	Eastern Nilotic (Q15379)
Ngatik Men's Creole (ngm) (ngm, Q3640)	Creoles and pidgins, English based [Other] (cpe) (cpe, Q3198)
Ngawun (nxn) (nxn, Q391571)	Mayabic (Q1701224)
Ngayarda (Q1615349)	Pama–Nyungan (Q3394)
Ngayawung (nwg) (nwg, Q1692065)	Pama–Nyungan (Q3394)
Ngazidja Comorian (zdj) (zdj, Q311465)	Q3307 (Q3307)
Ngbaka (Q321749)	Ubangian (Q3393)
Ngbaka (nga) (nga, Q3602)	Gbaya (gba) (gba, Q309998)
Ngbaka Ma'bo (nbm) (nbm, Q391533)	Ngbaka (Q321749)
Ngbaka Manza (ngg) (ngg, Q1103331)	Gbaya (gba) (gba, Q309998)
Ngbandi (Q3643)	Ubangian (Q3393)
Ngelima (agh) (agh, Q702226)	Bati–Angba (Q486930)
Ngemba (Q702227)	Eastern Grassfields (Q533016)
Ngemba (nge) (nge, Q675055)	Ngemba (Q702227)
Ngen (gnj) (gnj, Q6317083)	Nwa-Ben (Q1263865)
Ngendelengo (nql) (nql, Q6328369)	Southwest Bantu (Q11654353)
Ngero (Q702228)	Ngero–Vitiaz (Q306442)
Ngero–Vitiaz (Q306442)	North New Guinea (Q303911)
Ngete (nnn) (nnn, Q5662)	Ngeté-Herdé (Q2005421)
Ngeté-Herdé (Q2005421)	Southern Masa (Q357555)
Nggwahyi (ngx) (ngx, Q5626)	Bura-Marghi (Q1262852)
Ngiemboon (nnh) (nnh, Q3628)	Bamileke languages (bai) (bai, Q80600)
Ngindo (nnq) (nnq, Q702236)	Bantu [Other] (bnt) (bnt, Q3314)
Ngiri (Q345059)	Ngondi–Ngiri (Q702253)
Ngiti (niy) (niy, Q702239)	Lenduic (Q652235)
Ngizim (ngi) (ngi, Q391492)	Bade (Q2058608)
Ngkoth (Q702240)	North Cape York Paman (Q705436)
Ngkâlmpw Kanum (kcd) (kcd, Q1295256)	Kanum (Q590864)
Ngom (nra) (nra, Q3608)	Kélé (keb) (keb, Q3555)
Ngomba (jgo) (jgo, Q3628)	Bamileke languages (bai) (bai, Q80600)
Ngombale (nla) (nla, Q3629)	Bamileke languages (bai) (bai, Q80600)
Ngombe [Central African Republic] (nmj) (nmj, Q391394)	Gbaya (gba) (gba, Q309998)
Ngombe [Democratic Republic of Congo] (ngc) (ngc, Q312352)	Buja–Ngombe (Q498673)
Ngondi–Ngiri (Q702253)	Mboshi–Buja (Q679976)
Ngongo (noq) (noq, Q1105747)	Yaka (Q804702)
Ngoni (ngo) (ngo, Q702254)	Rufiji–Ruvuma (Q737794)
Ngoni (ngo) (ngo, Q702254)	Southern Tanzania Highlands Bantu (Q11652166)
Ngubi (Q1690969)	Western Kikongo (Q11670718)
Ngulu (ngp) (ngp, Q719333)	Northeast Coast Bantu (Q705784)
Nguluwan (nuw) (nuw, Q652864)	Oceanic languages (Q32445)
Ngumbarl (Q702269)	Nyulnyulan (Q203940)
Ngumbi (nui) (nui, Q3645)	Sawabantu (Q53200)
Ngumbin (Q702269)	Ngumpin–Yapa (Q702269)
Ngumpin–Yapa (Q702269)	Pama–Nyungan (Q3394)
Ngunawal (xul) (xul, Q702271)	Yuin-Kuric (Q383302)
Ngundu (nue) (nue, Q1295295)	Q343839 (Q343839)
Nguni (Q96155)	Southern Bantu (Q98049)
Ngurlun (Q233284)	Mirndi (Q429409)
Nguôn (nuo) (nuo, Q391578)	Muong (Q1611668)
Ngwa (Q11193883)	Igbo (ig) (ig, Q3357)
Ngwaba (ngw) (ngw, Q344048)	Biu–Mandara (Q225154)
Ngwe (nwe) (nwe, Q3618)	Bamileke languages (bai) (bai, Q80600)
Ngäbere (gym) (gym, Q391558)	Chibchan languages (cba) (cba, Q52047)
Nhanda (nha) (nha, Q333938)	Pama–Nyungan (Q3394)
Nheengatu (yrl) (yrl, Q3433)	Língua Geral (Q539566)
Nhirrpi (hrp) (hrp, Q3257131)	Karnic (Q421557)
Nhlangwini (Q1694354)	Nguni (Q96155)
Nhuwala (nhf) (nhf, Q1060039)	Ngayarda (Q1615349)
Ni-Li-Kazhouish (Q3033451)	Loloish (Q3703)
Nias (nia) (nia, Q240783)	Northwest Sumatra–Barrier Islands (Q207130)
Nicaragua Creole English (bzk) (bzk, Q350409)	Creoles and pidgins, English based [Other] (cpe) (cpe, Q3198)
Nicaraguan Sign Language (ncs) (ncs, Q3376)	Sign Languages (sgn) (sgn, Q3422)
Nicobarese (Q21738)	Austro-Asiatic languages (aav) (aav, Q3319)
Nicobarese (Q21738)	Mon-Khmer [Other] (mkh) (mkh, Q33765)
Nicola (Q2060)	Northern Athabaskan (Q2073)
Niellim (nie) (nie, Q3366)	Adamawa (Q3290)
Nigbo (Q8578907)	Alumic (Q473735)
Niger-Kordofanian [Other] (nic) (nic, Q3383)	Q2016217 (Q2016217)
Nigeria Mambila (mzk) (mzk, Q1100416)	Mambila (Q3580)
Nigerian Fulfulde (fuv) (fuv, Q3612)	Fula (ff) (ff, Q3345)
Nigerian Pidgin (pcm) (pcm, Q3365)	Creoles and pidgins, English based [Other] (cpe) (cpe, Q3198)
Nigerian Sign Language (nsi) (nsi, Q703302)	American Sign Language (ase) (ase, Q1475)
Nigilu (Q1688241)	Bahinemo (Q484258)
Nii (nii) (nii, Q3523)	Papuan [Other] (paa) (paa, Q23642)
Niksek (gbe) (gbe, Q5637)	Sanio (Q741830)
Nila (nil) (nil, Q703682)	Timoric (Q780698)
Nilamba (nim) (nim, Q412120)	East Bantu (Q4134725)
Nilo-Saharan [Other] (ssa) (ssa, Q3370)	Q2016217 (Q2016217)
Nilotic (Q51340)	Eastern Sudanic languages (sdv) (sdv, Q203614)
Nimadi (noe) (noe, Q350229)	Rajasthani (raj) (raj, Q1319)
Nimanbur (nmp) (nmp, Q1689160)	Nyulnyulan (Q203940)
Nimbari (nmr) (nmr, Q3606)	Leko-Nimbari (Q170817)
Nimboran (Q1263842)	Foja Range (Q6508867)
Nimboran (nir) (nir, Q30111)	Nimboran (Q1263842)
Nimo (niw) (niw, Q350412)	Left May (Q61446)
Ninam (shb) (shb, Q343658)	Yanomaman (Q57687)
Nincut (Q8578917)	Beromic (Q489464)
Nindi (nxi) (nxi, Q703823)	Bantu [Other] (bnt) (bnt, Q3314)
Ningera (nby) (nby, Q1173252)	Bewani (Q1611346)
Ninggerum (nxr) (nxr, Q1173252)	Ok (Q708168)
Ningil (niz) (niz, Q1173252)	Torricelli (Q133383)
Ningming Zhuang (Q703871)	Tai [Other] (tai) (tai, Q74972)
Ninia Yali (nlk) (nlk, Q1295331)	Yali (Q804746)
Ninzic (Q703928)	Plateau (Q126747)
Ninzo (nin) (nin, Q391402)	Ninzic (Q703928)
Nipsan (nps) (nps, Q1173252)	Mek (Q681051)
Nisa (njs) (njs, Q1359351)	Nisa-Anasi (Q475179)
Nisa-Anasi (Q475179)	Geelvink Bay (Q1263141)
Nisenan (nsz) (nsz, Q3366)	Maiduan (Q3350)
Nisga'a (ncg) (ncg, Q334213)	Nass-Gitksan (Q2408832)
Nisoish (Q5699)	Loloish (Q3703)
Nisu (Q5640)	Loloish (Q3703)
Nisvai (Q1893552)	Malekula Interior (Q215747)
Nitita (Q2506043)	Central Vanuatu (Q506198)
Niuafo'ou (num) (num, Q3617)	East Uvean-Niuafo'ou (Q1263309)
Niuatoputapu (nkp) (nkp, Q339909)	East Uvean-Niuafo'ou (Q1263309)
Niuean (niu) (niu, Q3379)	Tongic (Q1264373)
Niya Prakit (Q1199160)	Middle Indo-Aryan (Q323631)
Njalgulgule (njl) (njl, Q5667)	Daju (Q95672)
Njav (Q8578925)	Malakula (Q674306)
Njebi (nzb) (nzb, Q3592)	Nzebi (Q175549)
Njerep (njr) (njr, Q3584)	Mambiloid (Q188815)
Njila (Q11652704)	Central-Western Bantu (Q11648714)
Njyem (njy) (njy, Q3589)	Makaa-Njem (Q160389)
Nkambe (Q704252)	Eastern Grassfields (Q533016)
Nkami (nkq) (nkq, Q704252)	Guang (Q68400)
Nkangala (nkn) (nkn, Q1096229)	Mbunda (mck) (mck, Q3417)
Nkari (nkz) (nkz, Q1113030)	Ibibio (Q274364)
Nkem-Nkum (isi) (isi, Q3626)	Q11932245 (Q1193224)
Nkhumbi (khu) (khu, Q1101916)	Southwest Bantu (Q11654353)
Nko (Q704258)	Ninzic (Q703928)
Nkonya (nko) (nko, Q3586)	Guang (Q68400)
Nkore-Kiga (Q704262)	Great Lakes Bantu (Q559942)
Nkoroo (nkx) (nkx, Q3600)	Ijo (ijo) (ijo, Q132202)
Nkoya (nka) (nka, Q704263)	Luban (Q453650)
Nkukoli (nbo) (nbo, Q391448)	Upper Cross River (Q410862)
Nnam (nbp) (nbp, Q3613)	Q11932245 (Q1193224)
Nobiin (fia) (fia, Q3650)	Nubian languages (nub) (nub, Q151719)
Nobonob (gaw) (gaw, Q1173220)	Hanseman (Q565102)
Nocte Naga (njb) (njb, Q704641)	Konyak (Q77459)
Nogai (nog) (nog, Q3387)	Kipchak–Nogai (Q432695)
Noipx (npx) (npx, Q6328361)	Reefs–Santa Cruz (Q730682)
Noiri (noi) (noi, Q1295377)	Bhil (Q490172)
Nokuku (nkk) (nkk, Q704812)	North and Central Vanuatu (Q307030)
Nomatsiguenga (not) (not, Q334299)	Campa (Q502772)
Nomlaki (nol) (nol, Q129425)	Penutian (Q11548)
Nomlaki (nol) (nol, Q129425)	Q5173 (Q5173)
Nomlaki (nol) (nol, Q334322)	Nomlaki (nol) (nol, Q129425)
Nong Zhuang (zhn) (zhn, Q704938)	Zhuang (za) (za, Q1321)
Nonuya (noj) (noj, Q537213)	Witotoan (Q4307931)
Nooksack (nok) (nok, Q334339)	Coast Salish (Q175487)
Noon (snf) (snf, Q3630)	Cangin (Q103318)
Noone (nhu) (nhu, Q3607)	Beboid (Q81354)
Noptinte (Q334342)	Northern Valley Yokuts (Q8578977)
Nori (Q705120)	Skou (Q95350)
Noric (nrc) (nrc, Q3702)	Continental Celtic (Q21556)
Norn (nrn) (nrn, Q3670)	West Scandinavian (Q179257)
Norra (nrr) (nrr, Q1295296)	Southwestern Tai (Q1088925)
North Ambrym (mmg) (mmg, Q284246)	Central Vanuatu (Q506198)
North Arabian (Q1929737)	Arabian (Q16466)
North Asmat (nks) (nks, Q1173204)	Q480742 (Q480742)
North Assam (Q199738)	Tibeto-Burman languages (tbq) (tbq, Q3406)
North Awyu (yir) (yir, Q1264216)	Awyu (Q1262742)
North Bolivian Quechua (qul) (qul, Q340981)	Quechua (Bolivia) (qu-BO) (qu-BO, Q609433)
North Bougainville (Q74949)	Papuan [Other] (paa) (paa, Q23642)
North Cape York Paman (Q705436)	Paman (Q264065)
North Caucasian languages (ccn) (ccn, Q3373)	Caucasian [Other] (cau) (cau, Q16992)
North Central Mixe (neq) (neq, Q2555972)	Midland Mixe (Q684237)
North Dravidian (Q1611096)	Dravidian [Other] (dra) (dra, Q3331)
North Efate (llp) (llp, Q358015)	North and Central Vanuatu (Q307030)
North Fali (fll) (fll, Q1295241)	Fali (Q345016)
North Germanic languages (gmq) (gmq, Q10608)	Germanic [Other] (gem) (gem, Q2120)
North Germanic languages (gmq) (gmq, Q10608)	Northwest Germanic (Q1313730)
North Giziga (gis) (gis, Q351508)	Giziga (Q4700455)
North Halmahera (Q321735)	West Papuan (Q136302)
North Huon Gulf (Q705567)	Huon Gulf (Q306444)
North Junín Quechua (qvn) (qvn, Q1295384)	Yaru Quechua (Q804959)
North Marquesan (mrq) (mrq, Q260380)	Marquesan (Q3378)
North Mesopotamian Arabic (ayp) (ayp, Q5657)	Mesopotamian Arabic (acm) (acm, Q5623)
North Moluccan Malay (max) (max, Q705613)	Malay trade and creole languages (Q65341)
North Muyu (kti) (kti, Q2085769)	Muyu (Q1491689)
North Ndebele (nd) (nd, Q3561)	Nguni (Q96155)
North Ndebele (nd) (nd, Q3561)	Zunda (Q1072510)
North New Guinea (Q303911)	Western Oceanic (Q270128)
North Nuaulu (nni) (nni, Q1295296)	Nuaulu (Q706781)
North Nyanza (Q11198228)	West Nyanza (Q11199247)
North Omotic (Q45636)	Omotic languages (omv) (omv, Q3386)
North Papuan Mainland-D'Entrecasteaux (Q1264219)	Papuan Tip (Q303910)
North Sarawakan (Q53856)	Greater North Borneo (Q142790)
North Sea Germanic (Q3013)	West Germanic languages (gmw) (gmw, Q2672)
North Slavey (scs) (scs, Q2062)	Northern Athabaskan (Q2073)
North Tairora (tbg) (tbg, Q2021039)	Tairora (Q767637)
North Tanna (tnn) (tnn, Q95794)	Tanna (Q1264333)
North Vanuatu (Q8578965)	North and Central Vanuatu (Q307030)
North Wahgi (whg) (whg, Q1295327)	Chimbu–Wahgi (Q321738)
North Watut (una) (una, Q1588789)	Watut (Q797508)
North and Central Vanuatu (Q307030)	Southern Oceanic (Q303911)
North-Central Edoid (Q1611086)	Edo (Q128746)
North-Central Vanuatu (Q12374644)	Southern Oceanic (Q303911)
Northeast Bantu (Q705783)	East Bantu (Q4134725)
Northeast Caucasian (Q2738)	Caucasian [Other] (cau) (cau, Q16992)
Northeast Coast Bantu (Q705784)	Northeast Bantu (Q705783)
Northeast Kiwai (kiw) (kiw, Q1173232)	Kiwaian (Q33844)
Northeast Maidu (nmu) (nmu, Q327807)	Maiduan (Q3350)
Northeastern Alta Mixtec (Q5679090)	Mixtec (Q3636)
Northeastern Dinka (dip) (dip, Q3624)	Dinka (din) (din, Q5646)
Northeastern Iranian (Q1077556)	Eastern Iranian (Q39101)
Northeastern Luzon (Q1696939)	Northern Luzon (Q28930)
Northeastern Pomo (pef) (pef, Q339601)	Pomoan (Q261842)
Northeastern Tasmanian (Q705806)	Tasmanian (xtz) (xtz, Q53073)
Northern Agaw (Q2058578)	Agaw (Q5656)
Northern Algonquin (Q3071887)	Algonquin (alq) (alq, Q2809)
Northern Alta (aqn) (aqn, Q705811)	Meso-Cordilleran (Q757150)
Northern Alta Mixtec (Q5679145)	Mixtec (Q3636)
Northern Altai (atv) (atv, Q264086)	Altai (Q2817)
Northern Amami-Oshima (ryn) (ryn, Q284098)	Amami (Q5692)
Northern Amami-Oshima (ryn) (ryn, Q284098)	Amami Ōshima (Q2148330)
Northern Amami-Oshima (ryn) (ryn, Q284098)	Northern Ryukyuan (Q2086279)
Northern American English (Q705812)	English (en) (en, Q186)
Northern Athabaskan (Q2073)	Athapascan languages (ath) (ath, Q2747)
Northern Atlantic (Q1611095)	Atlantic languages (Q107594)
Northern Bahnaric (Q11998310)	Bahnaric (Q5630)
Northern Bai (Q12246383)	Bai (Q3510)
Northern Baja Mixtec (Q5679149)	Mixtec (Q3636)
Northern Bantoid (Q1264216)	Bantoid (Q80699)
Northern Berber (Q274173)	Berber [Other] (ber) (ber, Q2544)
Northern Betsimisaraka Malagasy (bmm) (bmm, Q254827)	Malagasy (mg) (mg, Q793)
Northern Binukidnon (kyn) (kyn, Q637309)	Bisayan (Q158445)
Northern Bobo Madaré (bbo) (bbo, Q3537)	Bobo (Q1262805)
Northern Bontok (rbk) (rbk, Q6331101)	Bontok (bnc) (bnc, Q494263)
Northern Catanduanes Bikol (cts) (cts, Q713047)	Bikol (bik) (bik, Q3545)
Northern Conchucos Ancash Quechua (qxn) (qxn, Q2555968)	Ancash Quechua (Q3510)
Northern Dagara (dgi) (dgi, Q1100421)	Southern Dagaare (dga) (dga, Q3515)
Northern East Cree (crl) (crl, Q1264219)	East Cree (Q28201)
Northern East Formosan (Q347698)	East Formosan (Q71667)
Northern Eastern Sudanic (Q481049)	Eastern Sudanic languages (sdv) (sdv, Q203614)
Northern Emberá (emp) (emp, Q239129)	Embera (Q1122065)
Northern Finnic (Q9721965)	Finnic (Q3332)
Northern Formosan (Q340069)	Formosan languages (fox) (fox, Q71527)
Northern Formosan (Q340069)	Paiwanic (Q1107804)
Northern Frisian (frr) (frr, Q2822)	Frisian (Q2532)
Northern Ghale (ghh) (ghh, Q2266210)	Ghale (Q555525)
Northern Guiyang Hmong (huj) (huj, Q1295355)	Guiyang Miao (Q561692)
Northern Huishui Hmong (hmi) (hmi, Q2743494)	Huishui Miao (Q593521)
Northern Indo-Aryan (Q94607)	Indic [Other] (inc) (inc, Q3357)
Northern Jê (Q9807822)	Jê (Q148359)
Northern Kalapuya (nrt) (nrt, Q319212)	Kalapuyan (Q156904)
Northern Kankanay (xnn) (xnn, Q1295360)	Kankanaey (Q3361)
Northern Katang (ncq) (ncq, Q1263817)	Katuic (Q5669)
Northern Katang (ncq) (ncq, Q1295362)	Ta’Oi (Q2057623)
Northern Khanty (Q3030452)	Khanty (kca) (kca, Q3356)
Northern Khmer (kxm) (kxm, Q350223)	Khmer (km) (km, Q920)
Northern Kikongo (Q11670721)	Kongo (kg) (kg, Q3370)
Northern Kissi (kqs) (kqs, Q1992157)	Kissi (Q3569)
Northern Kuki-Chin (Q1611089)	Kuki-Chin (Q83241)
Northern Loloish (Q705867)	Nisoish (Q5699)
Northern Luri (lrc) (lrc, Q1993329)	Lori (Q470127)
Northern Luzon (Q28930)	Northern Philippine (Q340705)
Northern Maipuran (Q1264217)	Arawakan languages (awd) (awd, Q62675)
Northern Mashan Hmong (hmp) (hmp, Q1295356)	Mashan Miao (Q678307)
Northern Mel (Q1611453)	Mel (Q1212235)
Northern Mindoro (Q705875)	Malayo-Polynesian languages (poz) (poz, Q14315)
Northern Mindoro (Q705875)	Northern Philippine (Q340705)
Northern Muji (ymx) (ymx, Q5675127)	Q1122132 (Q1122132)
Northern Nago (xkb) (xkb, Q3604)	Ede (Q3536)
Northern Ngbandi (ngb) (ngb, Q1752263)	Ngbandi (Q3643)
Northern Nisu (yiv) (yiv, Q2555945)	Nisu (Q5640)
Northern Northeastern Neo-Aramaic (Q6238929)	Assyrian Neo-Aramaic (aii) (aii, Q2944)
Northern Nuni (nuv) (nuv, Q1101657)	Nuni (Q706984)
Northern Oaxaca Nahuatl (nhy) (nhy, Q201141)	Nahuatl (nah) (nah, Q1330)
Northern Ohlone (cst) (cst, Q2555966)	Ohlone (Q261257)
Northern One (onr) (onr, Q1983064)	One (Q709352)
Northern Paiute (pao) (pao, Q336065)	Numic (Q265754)
Northern Pame (pmq) (pmq, Q336176)	Pame (Q304299)
Northern Pastaza Quichua (qvz) (qvz, Q1295384)	Highland Ecuadorian Quichua (Q6238573)
Northern Philippine (Q340705)	Philippine [Other] (phi) (phi, Q94785)
Northern Ping Chinese (cnp) (cnp, Q8430246)	Pinghua (Q273571)
Northern Pomo (pej) (pej, Q339602)	Pomoan (Q261842)
Northern Popoloca (Q705886)	Popoloca (Q321751)
Northern Puebla Nahuatl (ncj) (ncj, Q226228)	Nahuatl (nah) (nah, Q1330)
Northern Pumi (pmi) (pmi, Q340324)	Pumi (Q1108983)
Northern Qiang (cng) (cng, Q5655)	Q1571069 (Q1571069)
Northern Quechua (Q107363)	Quechua II (Q146814)
Northern Rengma Naga (nnl) (nnl, Q706761)	Angami–Pochuri (Q53046)
Northern Roglai (rog) (rog, Q343968)	Roglai (Q735941)
Northern Ryukyuan (Q2086279)	Ryukyuan (Q5639)
Northern Sahaptin (Q4709085)	Sahaptin (Q383301)
Northern Sami (se) (se, Q3394)	Western Sami (Q351124)
Northern Selkup (Q3030456)	Selkup (sel) (sel, Q3400)
Northern Siberian (Q453726)	Siberian Turkic (Q35435)
Northern Sierra Miwok (nsq) (nsq, Q334422)	Sierra Miwok (Q6197596)
Northern Songhay (Q1712504)	Songhai (son) (son, Q50519)
Northern Sorsoganon (bks) (bks, Q1611335)	Central Visayan (Q321737)
Northern Sotho (nso) (nso, Q3389)	Sotho–Tswana (Q203838)
Northern South Sulawesi (Q321753)	South Sulawesi (Q277819)
Northern Subanen (stb) (stb, Q1295389)	Subanon (Q321753)
Northern Tai (Q705901)	Tai [Other] (tai) (tai, Q74972)
Northern Tarahumara (thh) (thh, Q1561639)	Tarahumara (Q3680)
Northern Tasmanian (Q1701812)	Tasmanian (xtz) (xtz, Q53073)
Northern Tepehuan (ntp) (ntp, Q1561565)	Tepehuán (Q3394)
Northern Thai (nod) (nod, Q56511)	Southwestern Tai (Q1088925)
Northern Thai (nod) (nod, Q56511)	Tai [Other] (tai) (tai, Q74972)
Northern Tibetic (Q1264218)	Q164115 (Q164115)
Northern Tidung (ntd) (ntd, Q2493832)	Southern Tidung (itd) (itd, Q704964)
Northern Tiwa (twf) (twf, Q768432)	Tiwa (Q5634)
Northern Tlaxiaco Mixtec (xtn) (xtn, Q2555958)	Mixtec (Q3636)
Northern Totonac (Q3031206)	Totonac (Q3677)
Northern Toussian (tsp) (tsp, Q1115563)	Tusya (Q170731)
Northern Tsou (Q244999)	Tsouic (Q71665)
Northern Tujia (tji) (tji, Q1295322)	Tujia (Q251208)
Northern Tungusic (Q10588944)	Tungus languages (tuw) (tuw, Q3423)
Northern Tutchone (ttm) (ttm, Q2082)	Tutchone (Q2856)
Northern Uto-Aztecan (Q321754)	Uto-Aztecan languages (azc) (azc, Q3407)
Northern Valley Yokuts (Q8578977)	Q791230 (Q791230)
Northern Yauyos Quechua (Q6238934)	Quechua (qu) (qu, Q521)
